speed_x,altitude,course,courseVariation,accX,accY,accZ,roll,pitch,yaw,distanceAheadVehicle,timeOfImpactAheadVehicle,behaviour
107.5,630.9,324.8,0.352,-0.003,-0.011,0.007,-1.58,0.014,0.097,-1,-1,NORMAL
107.5,630.9,324.8,0.352,0.018,0.003,0.004,-1.579,0.014,0.097,-1,-1,NORMAL
107.5,630.9,324.8,0.352,0,0,0.005,-1.58,0.014,0.098,-1,-1,NORMAL
107.5,630.9,324.8,0.352,-0.044,0.003,-0.003,-1.581,0.014,0.098,-1,-1,NORMAL
107.5,630.9,324.8,0.352,0.008,-0.009,0.023,-1.581,0.015,0.099,-1,-1,NORMAL
107.5,630.9,324.8,0.352,-0.031,0.001,-0.015,-1.58,0.015,0.1,-1,-1,NORMAL
107.5,630.9,324.8,0.352,-0.066,-0.004,0.011,-1.581,0.014,0.1,-1,-1,NORMAL
107.5,630.9,324.8,0.352,-0.061,-0.026,-0.027,-1.582,0.015,0.101,-1,-1,NORMAL
107.5,630.9,324.8,0.352,-0.081,-0.038,-0.01,-1.583,0.015,0.102,-1,-1,NORMAL
107.5,630.96,324.8,0.3168,-0.05,-0.02,0.012,-1.585,0.011,0.102,-1,-1,NORMAL
107.5,631.02,324.8,0.2816,-0.052,0.013,-0.014,-1.586,0.009,0.102,-1,-1,NORMAL
107.5,631.08,324.8,0.2464,-0.034,-0.022,-0.009,-1.588,0.005,0.103,-1,-1,NORMAL
107.5,631.14,324.8,0.2112,-0.008,-0.054,0.006,-1.59,0.003,0.105,-1,-1,NORMAL
107.5,631.2,324.8,0.176,-0.039,-0.035,-0.002,-1.591,0.001,0.106,-1,-1,NORMAL
107.5,631.26,324.8,0.1408,-0.001,0.006,0.008,-1.589,0,0.108,-1,-1,NORMAL
107.5,631.32,324.8,0.1056,0.025,-0.015,-0.022,-1.587,0,0.109,-1,-1,NORMAL
107.5,631.38,324.8,0.0704,0.011,-0.032,-0.002,-1.587,0.003,0.111,-1,-1,NORMAL
107.5,631.44,324.8,0.0352,-0.049,-0.014,0.02,-1.59,0.004,0.113,-1,-1,NORMAL
107.5,631.5,324.8,0,-0.079,-0.035,-0.026,-1.589,0.006,0.115,-1,-1,NORMAL
107.2,631.61,325.16,0.3516,-0.006,-0.07,0.017,-1.586,0.009,0.118,-1,-1,NORMAL
106.9,631.72,325.52,0.7032,0.025,-0.07,-0.033,-1.584,0.01,0.121,-1,-1,NORMAL
106.6,631.83,325.88,1.0548,-0.023,-0.087,0.026,-1.588,0.015,0.124,-1,-1,NORMAL
106.3,631.94,326.24,1.4064,-0.001,-0.091,0.001,-1.59,0.022,0.127,-1,-1,NORMAL
106,632.05,326.6,1.758,-0.003,-0.068,-0.006,-1.589,0.023,0.13,-1,-1,NORMAL
105.7,632.16,326.96,2.1096,-0.014,-0.038,0.007,-1.591,0.022,0.133,-1,-1,NORMAL
105.4,632.27,327.32,2.4612,-0.051,-0.068,0.005,-1.593,0.024,0.137,-1,-1,NORMAL
105.1,632.38,327.68,2.8128,-0.043,-0.075,0.005,-1.594,0.029,0.142,-1,-1,NORMAL
104.8,632.49,328.04,3.1644,-0.001,-0.072,0.001,-1.593,0.032,0.146,-1,-1,NORMAL
104.5,632.6,328.4,3.516,0.024,-0.038,-0.008,-1.592,0.036,0.15,-1,-1,NORMAL
104.8,632.69,327.76,3.7972,-0.033,-0.049,0.014,-1.595,0.038,0.153,-1,-1,NORMAL
105.1,632.78,327.12,4.0784,-0.056,-0.048,-0.019,-1.595,0.038,0.157,-1,-1,NORMAL
105.4,632.87,326.48,4.3596,-0.029,-0.027,-0.02,-1.595,0.036,0.16,-1,-1,NORMAL
105.7,632.96,325.84,4.6408,0.015,-0.025,0,-1.598,0.036,0.164,-1,-1,NORMAL
106,633.05,325.2,4.922,-0.007,-0.01,-0.03,-1.595,0.041,0.168,-1,-1,NORMAL
106.3,633.14,324.56,5.2032,-0.029,-0.02,-0.005,-1.592,0.044,0.172,-1,-1,NORMAL
106.6,633.23,323.92,5.4844,0.01,-0.035,-0.026,-1.591,0.047,0.176,-1,-1,NORMAL
106.9,633.32,323.28,5.7656,-0.015,-0.002,-0.014,-1.591,0.047,0.18,-1,-1,NORMAL
107.2,633.41,322.64,6.0468,-0.038,-0.018,-0.013,-1.591,0.045,0.183,-1,-1,NORMAL
107.5,633.5,322,6.328,-0.032,-0.034,-0.035,-1.589,0.044,0.187,-1,-1,NORMAL
107.51,633.58,321.83,6.5038,-0.009,-0.022,-0.013,-1.588,0.043,0.191,-1,-1,NORMAL
107.52,633.66,321.66,6.6796,0.01,-0.027,-0.002,-1.587,0.04,0.195,-1,-1,NORMAL
107.53,633.74,321.49,6.8554,-0.003,-0.059,-0.005,-1.584,0.04,0.199,-1,-1,NORMAL
107.54,633.82,321.32,7.0312,0.011,-0.019,0.001,-1.586,0.039,0.203,-1,-1,NORMAL
107.55,633.9,321.15,7.207,0.01,-0.012,-0.023,-1.585,0.036,0.207,-1,-1,NORMAL
107.56,633.98,320.98,7.3828,-0.01,-0.013,-0.01,-1.584,0.035,0.211,-1,-1,NORMAL
107.57,634.06,320.81,7.5586,-0.035,-0.012,0.002,-1.585,0.036,0.215,-1,-1,NORMAL
107.58,634.14,320.64,7.7344,-0.018,-0.016,-0.01,-1.584,0.035,0.219,-1,-1,NORMAL
107.59,634.22,320.47,7.9102,0.006,-0.028,0.006,-1.584,0.034,0.222,-1,-1,NORMAL
107.6,634.3,320.3,8.086,0.044,-0.002,-0.004,-1.582,0.031,0.226,-1,-1,NORMAL
107.6,634.44,320.09,7.6641,0.024,0.029,-0.003,-1.581,0.024,0.23,-1,-1,NORMAL
107.6,634.58,319.88,7.2422,0.02,-0.016,0.002,-1.581,0.027,0.234,-1,-1,NORMAL
107.6,634.72,319.67,6.8203,-0.048,-0.043,-0.013,-1.58,0.03,0.238,-1,-1,NORMAL
107.6,634.86,319.46,6.3984,0.006,-0.01,0.008,-1.58,0.03,0.242,-1,-1,NORMAL
107.6,635,319.25,5.9765,0.067,0.031,0.017,-1.579,0.028,0.246,-1,-1,NORMAL
107.6,635.14,319.04,5.5546,0.082,0.001,-0.024,-1.575,0.031,0.249,-1,-1,NORMAL
107.6,635.28,318.83,5.1327,-0.039,-0.038,-0.016,-1.574,0.035,0.254,-1,-1,NORMAL
107.6,635.42,318.62,4.7108,-0.158,-0.011,0,-1.577,0.036,0.258,-1,-1,NORMAL
107.6,635.56,318.41,4.2889,-0.129,0.01,0.017,-1.579,0.036,0.262,-1,-1,NORMAL
107.6,635.7,318.2,3.867,-0.03,0.002,-0.002,-1.58,0.036,0.265,-1,-1,NORMAL
107.57,635.81,317.88,4.0076,0.057,0.022,0.029,-1.58,0.038,0.268,-1,-1,NORMAL
107.54,635.92,317.56,4.1482,0.112,-0.003,0.018,-1.582,0.036,0.272,-1,-1,NORMAL
107.51,636.03,317.24,4.2888,0.034,-0.013,-0.022,-1.579,0.036,0.276,-1,-1,NORMAL
107.48,636.14,316.92,4.4294,-0.096,-0.018,0.014,-1.579,0.032,0.28,-1,-1,NORMAL
107.45,636.25,316.6,4.57,-0.072,-0.007,0.022,-1.58,0.033,0.283,-1,-1,NORMAL
107.42,636.36,316.28,4.7106,-0.078,-0.031,-0.036,-1.58,0.029,0.286,-1,-1,NORMAL
107.39,636.47,315.96,4.8512,0.006,0.024,0.037,-1.582,0.026,0.289,-1,-1,NORMAL
107.36,636.58,315.64,4.9918,0.032,0.024,0.008,-1.583,0.025,0.292,-1,-1,NORMAL
107.33,636.69,315.32,5.1324,0.029,0.003,0.023,-1.584,0.023,0.295,-1,-1,NORMAL
107.3,636.8,315,5.273,-0.009,-0.029,0.006,-1.584,0.026,0.299,-1,-1,NORMAL
107.34,636.9,314.79,5.273,0.013,-0.015,0.012,-1.583,0.028,0.304,-1,-1,NORMAL
107.38,637,314.58,5.273,0.033,-0.006,0.002,-1.582,0.031,0.308,-1,-1,NORMAL
107.42,637.1,314.37,5.273,0.071,-0.012,0.011,-1.582,0.032,0.311,-1,-1,NORMAL
107.46,637.2,314.16,5.273,-0.012,0.017,0,-1.58,0.034,0.315,-1,-1,NORMAL
107.5,637.3,313.95,5.273,-0.017,-0.01,0.017,-1.582,0.035,0.319,-1,-1,NORMAL
107.54,637.4,313.74,5.273,0.02,-0.013,0.002,-1.581,0.037,0.322,-1,-1,NORMAL
107.58,637.5,313.53,5.273,-0.013,-0.022,0.014,-1.582,0.038,0.326,-1,-1,NORMAL
107.62,637.6,313.32,5.273,0.007,-0.001,0.001,-1.58,0.037,0.33,-1,-1,NORMAL
107.66,637.7,313.11,5.273,-0.016,-0.014,0.01,-1.581,0.035,0.334,-1,-1,NORMAL
107.7,637.8,312.9,5.273,0.024,0.004,0.032,-1.583,0.032,0.337,-1,-1,NORMAL
107.66,637.95,312.62,5.2379,0.027,0.007,0.002,-1.584,0.033,0.341,-1,-1,NORMAL
107.62,638.1,312.34,5.2028,-0.044,0.02,0.01,-1.585,0.032,0.344,-1,-1,NORMAL
107.58,638.25,312.06,5.1677,-0.006,-0.008,0.009,-1.585,0.032,0.348,-1,-1,NORMAL
107.54,638.4,311.78,5.1326,-0.037,0.018,-0.009,-1.585,0.034,0.351,-1,-1,NORMAL
107.5,638.55,311.5,5.0975,-0.005,-0.004,0.033,-1.589,0.035,0.355,-1,-1,NORMAL
107.46,638.7,311.22,5.0624,0.021,-0.019,-0.004,-1.589,0.035,0.358,-1,-1,NORMAL
107.42,638.85,310.94,5.0273,-0.027,-0.014,0.003,-1.59,0.034,0.361,-1,-1,NORMAL
107.38,639,310.66,4.9922,0.007,-0.024,0.029,-1.593,0.033,0.365,-1,-1,NORMAL
107.34,639.15,310.38,4.9571,0.022,0.008,0.005,-1.593,0.031,0.369,-1,-1,NORMAL
107.3,639.3,310.1,4.922,0.024,-0.047,0.029,-1.591,0.031,0.372,-1,-1,NORMAL
107.45,639.35,309.85,4.9571,0.066,-0.046,0.009,-1.589,0.03,0.376,-1,-1,NORMAL
107.6,639.4,309.6,4.9922,0.015,-0.038,0.037,-1.59,0.032,0.38,-1,-1,NORMAL
107.75,639.45,309.35,5.0273,-0.052,-0.027,0.016,-1.592,0.033,0.384,-1,-1,NORMAL
107.9,639.5,309.1,5.0624,-0.04,-0.025,0.01,-1.595,0.033,0.388,-1,-1,NORMAL
108.05,639.55,308.85,5.0975,0.024,-0.027,0.003,-1.595,0.034,0.391,-1,-1,NORMAL
108.2,639.6,308.6,5.1326,0.018,-0.046,0.024,-1.597,0.04,0.395,-1,-1,NORMAL
108.35,639.65,308.35,5.1677,-0.015,-0.017,-0.005,-1.597,0.043,0.399,-1,-1,NORMAL
108.5,639.7,308.1,5.2028,0,-0.001,0.009,-1.595,0.046,0.403,-1,-1,NORMAL
108.65,639.75,307.85,5.2379,0.001,0.005,-0.04,-1.593,0.047,0.406,-1,-1,NORMAL
108.8,639.8,307.6,5.273,-0.031,0.014,-0.048,-1.593,0.046,0.409,-1,-1,NORMAL
108.93,639.92,307.46,5.1324,-0.014,0.038,-0.07,-1.592,0.045,0.412,181.91,6.02,NORMAL
109.06,640.04,307.32,4.9918,-0.019,0.021,-0.059,-1.586,0.043,0.414,180.375,5.935,NORMAL
109.19,640.16,307.18,4.8512,0.017,0.004,-0.062,-1.58,0.044,0.416,178.84,5.85,NORMAL
109.32,640.28,307.04,4.7106,-0.001,0.021,-0.059,-1.574,0.039,0.418,-1,-1,NORMAL
109.45,640.4,306.9,4.57,0.037,0.043,-0.048,-1.571,0.035,0.421,165.18,5.4,NORMAL
109.58,640.52,306.76,4.4294,0.05,0.019,-0.067,-1.564,0.034,0.423,160.51,5.25,NORMAL
109.71,640.64,306.62,4.2888,-0.029,0.018,-0.057,-1.559,0.036,0.426,-1,-1,NORMAL
109.84,640.76,306.48,4.1482,-0.016,0.058,-0.037,-1.556,0.034,0.428,-1,-1,NORMAL
109.97,640.88,306.34,4.0076,0.001,0.039,-0.049,-1.552,0.03,0.43,-1,-1,NORMAL
110.1,641,306.2,3.867,0.021,0.026,-0.059,-1.547,0.031,0.431,-1,-1,NORMAL
71.74,605.93,88.24,0.352,-0.012,0.048,-0.016,-1.615,0.003,0.201,-1,-1,DROWSY
71.88,605.96,88.28,0.352,0.016,0.036,-0.011,-1.612,0.003,0.2,-1,-1,DROWSY
72.02,605.99,88.32,0.352,0.047,0.029,0.011,-1.611,0.005,0.199,-1,-1,DROWSY
72.16,606.02,88.36,0.352,0.027,0.044,-0.004,-1.61,0.001,0.198,-1,-1,DROWSY
72.3,606.05,88.4,0.352,0.039,0.051,0,-1.611,-0.004,0.196,-1,-1,DROWSY
72.44,606.08,88.44,0.352,-0.088,0.042,-0.013,-1.613,-0.005,0.195,-1,-1,DROWSY
72.58,606.11,88.48,0.352,-0.066,0.035,-0.01,-1.614,-0.004,0.193,-1,-1,DROWSY
72.72,606.14,88.52,0.352,-0.008,0.032,0.016,-1.616,-0.004,0.191,-1,-1,DROWSY
72.86,606.17,88.56,0.352,0.095,0.06,0.009,-1.613,-0.003,0.189,-1,-1,DROWSY
73,606.2,88.6,0.352,0.076,-0.01,0.001,-1.611,-0.001,0.186,-1,-1,DROWSY
73.03,606.25,88.78,0.5277,0.002,0.042,-0.024,-1.607,-0.007,0.182,-1,-1,DROWSY
73.06,606.3,88.96,0.7034,-0.08,0.096,-0.018,-1.606,-0.012,0.179,-1,-1,DROWSY
73.09,606.35,89.14,0.8791,-0.086,0.14,0.004,-1.606,-0.015,0.174,-1,-1,DROWSY
73.12,606.4,89.32,1.0548,-0.013,0.092,0.001,-1.605,-0.017,0.17,-1,-1,DROWSY
73.15,606.45,89.5,1.2305,0.042,0.065,-0.012,-1.604,-0.013,0.166,-1,-1,DROWSY
73.18,606.5,89.68,1.4062,0.063,0.061,-0.003,-1.604,-0.01,0.161,-1,-1,DROWSY
73.21,606.55,89.86,1.5819,-0.014,0.019,0.011,-1.605,-0.01,0.157,-1,-1,DROWSY
73.24,606.6,90.04,1.7576,-0.033,0.05,0.027,-1.606,-0.014,0.152,-1,-1,DROWSY
73.27,606.65,90.22,1.9333,0.011,0.028,-0.022,-1.609,-0.019,0.148,-1,-1,DROWSY
73.3,606.7,90.4,2.109,-0.005,0.023,0.004,-1.609,-0.019,0.14,-1,-1,DROWSY
73.3,606.7,90.4,2.109,-0.005,0.023,0.004,-1.609,-0.019,0.14,-1,-1,DROWSY
73.3,606.7,90.4,2.109,0.037,0.01,0.015,-1.61,-0.023,0.136,-1,-1,DROWSY
73.3,606.7,90.4,2.109,0.009,-0.059,-0.007,-1.612,-0.024,0.133,-1,-1,DROWSY
73.3,606.7,90.4,2.109,0.075,0.069,-0.015,-1.612,-0.025,0.131,-1,-1,DROWSY
73.3,606.7,90.4,2.109,0.004,-0.057,0.007,-1.611,-0.028,0.128,-1,-1,DROWSY
73.3,606.7,90.4,2.109,-0.103,0.018,-0.066,-1.611,-0.031,0.126,-1,-1,DROWSY
73.3,606.7,90.4,2.109,-0.13,0.026,-0.017,-1.617,-0.031,0.125,-1,-1,DROWSY
73.3,606.7,90.4,2.109,-0.107,0.104,0.006,-1.621,-0.029,0.123,-1,-1,DROWSY
73.3,606.7,90.4,2.109,0.051,-0.024,0.03,-1.622,-0.024,0.12,-1,-1,DROWSY
73.3,606.7,90.4,2.109,0.078,-0.039,-0.001,-1.62,-0.02,0.117,-1,-1,DROWSY
73.56,606.76,90.71,2.2145,0.127,0.024,0.02,-1.619,-0.018,0.114,-1,-1,DROWSY
73.82,606.82,91.02,2.32,0.051,0.059,-0.058,-1.616,-0.019,0.111,-1,-1,DROWSY
74.08,606.88,91.33,2.4255,-0.086,-0.02,-0.033,-1.617,-0.018,0.107,-1,-1,DROWSY
74.34,606.94,91.64,2.531,-0.054,0.043,-0.007,-1.616,-0.016,0.104,-1,-1,DROWSY
74.6,607,91.95,2.6365,0.003,0.04,-0.016,-1.613,-0.017,0.101,-1,-1,DROWSY
74.86,607.06,92.26,2.742,-0.032,0.005,-0.013,-1.606,-0.026,0.097,-1,-1,DROWSY
75.12,607.12,92.57,2.8475,-0.018,0.054,0.024,-1.604,-0.031,0.093,-1,-1,DROWSY
75.38,607.18,92.88,2.953,0.052,0.055,0.024,-1.605,-0.032,0.089,-1,-1,DROWSY
75.64,607.24,93.19,3.0585,-0.067,-0.006,0.007,-1.605,-0.033,0.085,-1,-1,DROWSY
75.9,607.3,93.5,3.164,0.032,0.024,0.028,-1.605,-0.033,0.082,-1,-1,DROWSY
75.94,607.36,93.78,3.2343,-0.029,0.005,0.001,-1.604,-0.036,0.079,-1,-1,DROWSY
75.98,607.42,94.06,3.3046,0,-0.012,0,-1.604,-0.037,0.075,-1,-1,DROWSY
76.02,607.48,94.34,3.3749,-0.003,-0.002,-0.002,-1.602,-0.036,0.072,-1,-1,DROWSY
76.06,607.54,94.62,3.4452,-0.037,0.011,0.017,-1.602,-0.035,0.068,-1,-1,DROWSY
76.1,607.6,94.9,3.5155,0.01,0.034,-0.001,-1.606,-0.035,0.065,-1,-1,DROWSY
76.14,607.66,95.18,3.5858,0,0.01,-0.009,-1.608,-0.035,0.062,-1,-1,DROWSY
76.18,607.72,95.46,3.6561,-0.032,0.019,0.007,-1.609,-0.035,0.059,-1,-1,DROWSY
76.22,607.78,95.74,3.7264,0.07,0.033,0,-1.61,-0.039,0.056,-1,-1,DROWSY
76.26,607.84,96.02,3.7967,0.052,0.014,0.021,-1.61,-0.042,0.053,-1,-1,DROWSY
76.3,607.9,96.3,3.867,-0.058,-0.031,-0.002,-1.61,-0.04,0.05,-1,-1,DROWSY
76.49,607.93,96.44,3.9022,-0.035,-0.014,-0.001,-1.609,-0.048,0.047,-1,-1,DROWSY
76.68,607.96,96.58,3.9374,0.086,-0.002,0.003,-1.609,-0.049,0.044,-1,-1,DROWSY
76.87,607.99,96.72,3.9726,-0.053,-0.017,0,-1.608,-0.047,0.041,-1,-1,DROWSY
77.06,608.02,96.86,4.0078,-0.046,-0.034,-0.002,-1.608,-0.048,0.038,-1,-1,DROWSY
77.25,608.05,97,4.043,-0.056,-0.029,-0.019,-1.608,-0.048,0.035,-1,-1,DROWSY
77.44,608.08,97.14,4.0782,-0.003,0.049,-0.005,-1.609,-0.048,0.032,-1,-1,DROWSY
77.63,608.11,97.28,4.1134,0.038,-0.034,0.02,-1.607,-0.045,0.029,-1,-1,DROWSY
77.82,608.14,97.42,4.1486,-0.027,-0.008,-0.015,-1.607,-0.041,0.027,-1,-1,DROWSY
78.01,608.17,97.56,4.1838,-0.122,-0.044,0.016,-1.608,-0.038,0.025,-1,-1,DROWSY
78.2,608.2,97.7,4.219,0.004,-0.047,0.037,-1.611,-0.038,0.023,-1,-1,DROWSY
78.22,608.23,97.74,3.9729,-0.011,0.008,-0.007,-1.611,-0.038,0.022,-1,-1,DROWSY
78.24,608.26,97.78,3.7268,-0.008,-0.014,0.015,-1.61,-0.039,0.02,-1,-1,DROWSY
78.26,608.29,97.82,3.4807,-0.051,-0.137,-0.036,-1.609,-0.039,0.018,-1,-1,DROWSY
78.28,608.32,97.86,3.2346,0.146,0.037,-0.012,-1.61,-0.041,0.017,-1,-1,DROWSY
78.3,608.35,97.9,2.9885,0.038,-0.032,0.014,-1.612,-0.041,0.016,-1,-1,DROWSY
78.32,608.38,97.94,2.7424,-0.082,-0.053,-0.015,-1.611,-0.041,0.015,-1,-1,DROWSY
78.34,608.41,97.98,2.4963,0.064,-0.073,0.014,-1.614,-0.034,0.014,-1,-1,DROWSY
78.36,608.44,98.02,2.2502,-0.003,-0.078,-0.011,-1.62,-0.026,0.013,-1,-1,DROWSY
78.38,608.47,98.06,2.0041,-0.038,-0.055,-0.016,-1.621,-0.025,0.012,-1,-1,DROWSY
78.4,608.5,98.1,1.758,-0.059,-0.075,-0.033,-1.62,-0.023,0.012,-1,-1,DROWSY
78.57,608.52,98.1,1.758,-0.097,-0.068,-0.005,-1.623,-0.024,0.012,-1,-1,DROWSY
78.74,608.54,98.1,1.758,-0.046,-0.058,0.011,-1.624,-0.028,0.012,-1,-1,DROWSY
78.91,608.56,98.1,1.758,-0.012,-0.085,-0.03,-1.623,-0.03,0.011,-1,-1,DROWSY
79.08,608.58,98.1,1.758,0.01,-0.038,-0.02,-1.623,-0.03,0.012,-1,-1,DROWSY
79.25,608.6,98.1,1.758,0.051,-0.068,0.009,-1.624,-0.029,0.014,-1,-1,DROWSY
79.42,608.62,98.1,1.758,-0.003,-0.069,-0.025,-1.62,-0.019,0.016,-1,-1,DROWSY
79.59,608.64,98.1,1.758,-0.012,-0.065,0.001,-1.619,-0.006,0.017,-1,-1,DROWSY
79.76,608.66,98.1,1.758,0.008,-0.056,-0.005,-1.622,0.002,0.019,-1,-1,DROWSY
79.93,608.68,98.1,1.758,0.011,-0.013,-0.018,-1.617,0.009,0.019,-1,-1,DROWSY
80.1,608.7,98.1,1.758,-0.018,-0.013,0.009,-1.617,0.014,0.019,-1,-1,DROWSY
80.18,608.74,98.1,1.5822,-0.007,0.017,-0.03,-1.616,0.019,0.019,-1,-1,DROWSY
80.26,608.78,98.1,1.4064,-0.026,0.007,-0.019,-1.613,0.016,0.019,-1,-1,DROWSY
80.34,608.82,98.1,1.2306,-0.032,-0.006,0.008,-1.611,0.011,0.019,-1,-1,DROWSY
80.42,608.86,98.1,1.0548,0.001,-0.008,-0.001,-1.612,0.014,0.019,-1,-1,DROWSY
80.5,608.9,98.1,0.879,-0.046,-0.023,-0.005,-1.611,0.013,0.018,-1,-1,DROWSY
80.58,608.94,98.1,0.7032,0.02,-0.007,-0.001,-1.611,0.013,0.019,-1,-1,DROWSY
80.66,608.98,98.1,0.5274,-0.005,-0.015,-0.011,-1.61,0.012,0.018,-1,-1,DROWSY
80.74,609.02,98.1,0.3516,0.097,0.008,0.014,-1.611,0.011,0.018,-1,-1,DROWSY
80.82,609.06,98.1,0.1758,-0.034,-0.006,-0.005,-1.61,0.01,0.017,-1,-1,DROWSY
80.9,609.1,98.1,0,0.035,-0.025,0.005,-1.609,0.008,0.016,-1,-1,DROWSY
81.06,609.17,98.17,0.0703,-0.0245,-0.012,-0.0045,-1.609,0.007,0.015,-1,-1,DROWSY
81.22,609.24,98.24,0.1406,-0.084,0.001,-0.014,-1.609,0.006,0.014,-1,-1,DROWSY
81.38,609.31,98.31,0.2109,-0.084,0.018,0.004,-1.61,0.007,0.013,-1,-1,DROWSY
81.54,609.38,98.38,0.2812,-0.093,0.012,-0.018,-1.611,0.014,0.012,-1,-1,DROWSY
81.7,609.45,98.45,0.3515,0.03,-0.012,0.016,-1.61,0.015,0.012,-1,-1,DROWSY
81.86,609.52,98.52,0.4218,-0.003,-0.034,0.009,-1.61,0.014,0.011,-1,-1,DROWSY
82.02,609.59,98.59,0.4921,0.016,0.008,-0.001,-1.61,0.012,0.01,-1,-1,DROWSY
82.18,609.66,98.66,0.5624,0.073,0.014,0.008,-1.61,0.009,0.01,-1,-1,DROWSY
82.34,609.73,98.73,0.6327,-0.03,-0.002,-0.002,-1.608,0.005,0.01,-1,-1,DROWSY
82.5,609.8,98.8,0.703,0.016,0.025,-0.013,-1.606,0.005,0.009,-1,-1,DROWSY
82.42,609.82,98.94,0.703,0.016,0.045,-0.047,-1.6,-0.001,0.007,-1,-1,DROWSY
82.34,609.84,99.08,0.703,0.002,0.041,-0.041,-1.593,-0.009,0.005,-1,-1,DROWSY
82.26,609.86,99.22,0.703,-0.082,0.01,-0.063,-1.591,-0.016,0.002,-1,-1,DROWSY
82.18,609.88,99.36,0.703,-0.055,0.044,-0.043,-1.592,-0.018,-0.002,-1,-1,DROWSY
82.1,609.9,99.5,0.703,-0.037,0.099,-0.045,-1.593,-0.02,-0.006,-1,-1,DROWSY
82.02,609.92,99.64,0.703,-0.011,0.073,-0.043,-1.593,-0.019,-0.009,-1,-1,DROWSY
81.94,609.94,99.78,0.703,0.014,-0.002,-0.042,-1.594,-0.019,-0.013,-1,-1,DROWSY
81.86,609.96,99.92,0.703,0.074,0.086,-0.048,-1.594,-0.019,-0.016,-1,-1,DROWSY
81.78,609.98,100.06,0.703,0.038,0.079,-0.047,-1.593,-0.019,-0.02,-1,-1,DROWSY
81.7,610,100.2,0.703,0.024,0.019,-0.026,-1.587,-0.025,-0.024,-1,-1,DROWSY
81.67,610.02,100.41,0.8436,0.016,0.044,0.004,-1.584,-0.031,-0.027,-1,-1,DROWSY
81.64,610.04,100.62,0.9842,0.003,0.022,-0.044,-1.582,-0.032,-0.03,-1,-1,DROWSY
81.61,610.06,100.83,1.1248,-0.042,0.019,-0.029,-1.584,-0.031,-0.033,-1,-1,DROWSY
81.58,610.08,101.04,1.2654,-0.115,-0.019,-0.003,-1.586,-0.03,-0.035,-1,-1,DROWSY
81.55,610.1,101.25,1.406,-0.067,-0.019,0.005,-1.588,-0.032,-0.037,-1,-1,DROWSY
81.52,610.12,101.46,1.5466,-0.105,0.002,-0.029,-1.589,-0.03,-0.039,-1,-1,DROWSY
81.49,610.14,101.67,1.6872,0.076,0.021,0.003,-1.59,-0.027,-0.041,-1,-1,DROWSY
81.46,610.16,101.88,1.8278,-0.088,-0.049,-0.006,-1.592,-0.027,-0.042,-1,-1,DROWSY
81.43,610.18,102.09,1.9684,0.006,0.016,0.002,-1.593,-0.032,-0.045,-1,-1,DROWSY
81.4,610.2,102.3,2.109,0.022,-0.005,-0.004,-1.591,-0.04,-0.047,-1,-1,DROWSY
81.48,610.18,102.41,2.2145,-0.009,-0.007,0.006,-1.589,-0.039,-0.05,-1,-1,DROWSY
81.56,610.16,102.52,2.32,0.047,0.023,0.014,-1.591,-0.039,-0.053,-1,-1,DROWSY
81.64,610.14,102.63,2.4255,0.019,0.029,-0.009,-1.591,-0.041,-0.056,-1,-1,DROWSY
81.72,610.12,102.74,2.531,-0.018,0.015,-0.021,-1.591,-0.044,-0.059,-1,-1,DROWSY
81.8,610.1,102.85,2.6365,-0.007,-0.011,-0.024,-1.589,-0.045,-0.062,-1,-1,DROWSY
81.88,610.08,102.96,2.742,-0.06,0.011,-0.003,-1.588,-0.044,-0.065,-1,-1,DROWSY
81.96,610.06,103.07,2.8475,-0.008,0.01,-0.009,-1.589,-0.043,-0.068,-1,-1,DROWSY
82.04,610.04,103.18,2.953,-0.004,0.009,0.016,-1.59,-0.042,-0.071,-1,-1,DROWSY
82.12,610.02,103.29,3.0585,0.038,0.02,-0.017,-1.589,-0.041,-0.073,-1,-1,DROWSY
82.2,610,103.4,3.164,0.04,-0.001,-0.004,-1.589,-0.039,-0.075,-1,-1,DROWSY
82.24,610.02,103.57,3.1288,-0.011,-0.024,-0.016,-1.586,-0.037,-0.077,-1,-1,DROWSY
82.28,610.04,103.74,3.0936,-0.041,-0.039,-0.01,-1.585,-0.039,-0.079,-1,-1,DROWSY
82.32,610.06,103.91,3.0584,-0.029,0.019,0.019,-1.586,-0.036,-0.08,-1,-1,DROWSY
82.36,610.08,104.08,3.0232,-0.02,-0.038,-0.033,-1.585,-0.041,-0.082,-1,-1,DROWSY
82.4,610.1,104.25,2.988,-0.067,-0.027,0.002,-1.585,-0.043,-0.084,-1,-1,DROWSY
82.44,610.12,104.42,2.9528,0.032,0.002,0.007,-1.585,-0.041,-0.086,-1,-1,DROWSY
82.48,610.14,104.59,2.9176,0.007,-0.013,0,-1.586,-0.04,-0.088,-1,-1,DROWSY
82.52,610.16,104.76,2.8824,0.01,-0.011,0.009,-1.583,-0.039,-0.09,-1,-1,DROWSY
82.56,610.18,104.93,2.8472,-0.006,-0.018,-0.01,-1.582,-0.036,-0.092,-1,-1,DROWSY
82.6,610.2,105.1,2.812,-0.051,-0.027,-0.002,-1.583,-0.036,-0.094,-1,-1,DROWSY
82.62,610.22,105.28,2.8824,-0.009,0,-0.013,-1.579,-0.038,-0.096,-1,-1,DROWSY
